GAME_ID,FECHA,LOCAL,VISITANTE,PTS_LOCAL,PTS_VISITANTE
0022300555,2024-01-15,PHI,HOU,124,115
0022300556,2024-01-15,DAL,NOP,125,120
0022300559,2024-01-15,ATL,SAS,109,99
0022300560,2024-01-15,MEM,GSW,116,107
0022300561,2024-01-15,CLE,CHI,109,91
0022300562,2024-01-15,BKN,MIA,95,96
0022300563,2024-01-15,TOR,BOS,96,105
0022300564,2024-01-15,UTA,IND,132,105
0022300565,2024-01-15,LAL,OKC,112,105
0022300557,2024-01-15,NYK,ORL,94,98
0022300558,2024-01-15,WAS,DET,117,129
0022300566,2024-01-16,PHI,DEN,126,121
0022300567,2024-01-16,PHX,SAC,119,117
0022300568,2024-01-16,LAC,OKC,128,117
0022300573,2024-01-17,NYK,HOU,109,94
0022300572,2024-01-17,CLE,MIL,135,95
0022300571,2024-01-17,BOS,SAS,117,98
0022300569,2024-01-17,DET,MIN,117,124
0022300570,2024-01-17,ATL,ORL,106,104
0022300574,2024-01-17,TOR,MIA,121,97
0022300575,2024-01-17,NOP,CHA,132,112
0022300577,2024-01-17,LAL,DAL,127,110
0022300578,2024-01-17,POR,BKN,105,103
0022300582,2024-01-18,MIN,MEM,118,103
0022300579,2024-01-18,NYK,WAS,113,109
0022300580,2024-01-18,TOR,CHI,110,116
0022300581,2024-01-18,UTA,OKC,129,134
0022300583,2024-01-18,SAC,IND,121,126
0022300591,2024-01-19,LAL,BKN,112,130
0022300587,2024-01-19,MIA,ATL,108,109
0022300590,2024-01-19,POR,IND,118,115
0022300586,2024-01-19,BOS,DEN,100,102
0022300584,2024-01-19,CHA,SAS,124,120
0022300588,2024-01-19,NOP,PHX,109,123
0022300585,2024-01-19,ORL,PHI,109,124
0022300594,2024-01-20,WAS,SAS,127,131
0022300592,2024-01-20,DET,MIL,135,141
0022300593,2024-01-20,CHA,PHI,89,97
0022300596,2024-01-20,NYK,TOR,126,100
0022300595,2024-01-20,ATL,CLE,95,116
0022300598,2024-01-20,HOU,UTA,127,126
0022300599,2024-01-20,MIN,OKC,97,102
0022300597,2024-01-20,CHI,MEM,125,96
0022300605,2024-01-21,LAL,POR,134,110
0022300600,2024-01-21,LAC,BKN,125,114
0022300601,2024-01-21,ORL,MIA,105,87
0022300603,2024-01-21,HOU,BOS,107,116
0022300604,2024-01-21,PHX,IND,117,110
0022300602,2024-01-21,WAS,DEN,104,113
0022300606,2024-01-22,DET,MIL,113,122
0022300613,2024-01-22,SAC,ATL,122,107
0022300612,2024-01-22,PHX,CHI,115,113
0022300610,2024-01-22,MIN,CHA,125,128
0022300609,2024-01-22,TOR,MEM,100,108
0022300608,2024-01-22,PHI,SAS,133,123
0022300607,2024-01-22,ORL,CLE,99,126
0022300611,2024-01-22,DAL,BOS,110,119
0022300617,2024-01-23,OKC,POR,111,109
0022300616,2024-01-23,NOP,UTA,153,124
0022300615,2024-01-23,BKN,NYK,103,108
0022300614,2024-01-23,IND,DEN,109,114
0022300618,2024-01-23,LAC,LAL,127,116
0022300626,2024-01-24,GSW,ATL,134,112
0022300619,2024-01-24,DET,CHA,113,106
0022300620,2024-01-24,WAS,MIN,107,118
0022300621,2024-01-24,MIA,MEM,96,105
0022300622,2024-01-24,SAS,OKC,114,140
0022300623,2024-01-24,HOU,POR,131,137
0022300624,2024-01-24,MIL,CLE,126,116
0022300625,2024-01-24,DAL,PHX,109,132
0022300633,2024-01-25,LAL,CHI,141,132
0022300632,2024-01-25,GSW,SAC,133,134
0022300630,2024-01-25,MIA,BOS,110,143
0022300631,2024-01-25,NYK,DEN,122,84
0022300628,2024-01-25,WAS,UTA,108,123
0022300627,2024-01-25,IND,PHI,134,122
0022300629,2024-01-25,BKN,MIN,94,96
0022300634,2024-01-26,ATL,DAL,143,148
0022300635,2024-01-26,CHA,HOU,104,138
0022300636,2024-01-26,IND,PHX,133,131
0022300637,2024-01-26,TOR,LAC,107,127
0022300638,2024-01-26,MEM,ORL,107,106
0022300639,2024-01-26,MIL,CLE,100,112
0022300640,2024-01-26,NOP,OKC,83,107
0022300641,2024-01-26,SAS,POR,116,100
0022300646,2024-01-27,BOS,LAC,96,115
0022300647,2024-01-27,CHA,UTA,122,134
0022300645,2024-01-27,BKN,HOU,106,104
0022300650,2024-01-27,GSW,LAL,144,145
0022300642,2024-01-27,DET,WAS,104,118
0022300648,2024-01-27,MIL,NOP,141,117
0022300643,2024-01-27,NYK,MIA,125,109
0022300649,2024-01-27,SAS,MIN,113,112
0022300644,2024-01-27,DEN,PHI,111,105
0022300651,2024-01-27,DAL,SAC,115,120
0022300652,2024-01-28,IND,MEM,116,110
0022300653,2024-01-28,ATL,TOR,126,125
0022300654,2024-01-28,DET,OKC,120,104
0022300655,2024-01-28,ORL,PHX,113,98
0022300656,2024-01-28,POR,CHI,96,104
0022300665,2024-01-29,SAS,WAS,113,118
0022300661,2024-01-29,MIA,PHX,105,118
0022300662,2024-01-29,HOU,LAL,135,119
0022300663,2024-01-29,MEM,SAC,94,103
0022300664,2024-01-29,OKC,MIN,101,107
0022300658,2024-01-29,CLE,LAC,118,108
0022300666,2024-01-29,DAL,ORL,131,129
0022300667,2024-01-29,DEN,MIL,113,107
0022300659,2024-01-29,BOS,NOP,118,112
0022300660,2024-01-29,BKN,UTA,147,114
0022300657,2024-01-29,CHA,NYK,92,113
0022300668,2024-01-29,POR,PHI,130,104
0022300669,2024-01-30,ATL,LAL,138,122
0022300671,2024-01-30,NYK,UTA,118,103
0022300672,2024-01-30,CHI,TOR,107,118
0022300673,2024-01-30,GSW,PHI,119,107
0022300670,2024-01-30,BOS,IND,129,124
0022300679,2024-01-31,HOU,NOP,99,110
0022300674,2024-01-31,CHA,CHI,110,117
0022300675,2024-01-31,CLE,DET,128,121
0022300676,2024-01-31,WAS,LAC,109,125
0022300677,2024-01-31,BKN,PHX,120,136
0022300678,2024-01-31,MIA,SAC,115,106
0022300683,2024-01-31,POR,MIL,119,116
0022300682,2024-01-31,OKC,DEN,105,100
0022300680,2024-01-31,MIN,DAL,121,87
0022300681,2024-01-31,SAS,ORL,98,108
